node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
104,2,45,pSIA2,0,0,12.74232094
104,2,50,pSIA2,1,1,14.71098639
104,2,55,pSIA2,0,0,15.57394781
104,2,60,pSIA2,0,0,16.98976125
104,2,65,pSIA2,0,0,18.40557469
104,2,70,pSIA2,0,0,19.82138812
104,2,75,pSIA2,0,0,21.23720156
104,2,80,pSIA2,2,1,22.94475689
104,2,85,pSIA2,0,0,24.06882844
104,2,90,pSIA2,0,0,25.48464187
104,2,95,pSIA2,0,0,26.90045531
104,3,100,pSIA2,0,0,28.33096543
104,3,25,pSIA2,10793,4,10.16409716
104,3,30,pSIA2,7293,4,11.60708037
104,3,35,pSIA2,2830,4,13.08466809
104,3,40,pSIA2,0,0,11.98179212
104,3,45,pSIA2,0,0,13.54332965
104,3,50,pSIA2,0,0,14.64476243
104,3,55,pSIA2,0,0,16.22990584
104,3,60,pSIA2,0,0,17.57319075
104,3,65,pSIA2,0,0,18.91581656
104,3,70,pSIA2,0,0,20.2573165
104,3,75,pSIA2,0,0,21.60077487
104,3,80,pSIA2,0,0,22.87751522
104,3,85,pSIA2,0,0,24.28736057
104,3,90,pSIA2,0,0,25.63061463
104,3,95,pSIA2,0,0,26.97312375
104,4,100,pSIA2,0,0,22.653015
104,4,25,pSIA2,0,1,5.956490703
104,4,30,pSIA2,3,1,7.103236766
104,4,35,pSIA2,49,2,8.579855083
104,4,40,pSIA2,0,0,9.061205999
104,4,45,pSIA2,5,1,10.99137705
104,4,50,pSIA2,0,0,11.3265075
104,4,55,pSIA2,0,0,12.45915825
104,4,60,pSIA2,0,0,13.591809
104,4,65,pSIA2,0,0,14.72445975
104,4,70,pSIA2,0,0,15.8571105
104,4,75,pSIA2,0,0,16.98976125
104,4,80,pSIA2,0,0,18.122412
104,4,85,pSIA2,0,0,19.25506275
104,4,90,pSIA2,0,0,20.3877135
104,4,95,pSIA2,0,0,21.52036425
